Customer_ID,Age,Gender,City,Annual_Income,Purchase_Category,Total_Purchases,Avg_Purchase_Value,Payment_Type,Satisfaction_Score,Subscription_Status
353,68,Female,Delhi,68741,Groceries,48,392.75,Online Wallet,3.9,Active
354,25,Male,Chennai,76272,Home Decor,34,41.3,UPI,4.9,Active
355,58,Male,Kolkata,79663,Beauty,4,254.81,Net Banking,1.7,Active
356,67,Male,Surat,108358,Clothing,15,372.98,Credit Card,1.2,Active
357,18,Male,Ahmedabad,81835,Beauty,25,460.91,Debit Card,4.7,Active
358,20,Female,Bengaluru,62179,Footwear,27,458.77,Online Wallet,2.1,Active
359,22,Female,Mumbai,85803,Electronics,12,119.36,Net Banking,4.9,Active
360,43,Male,Kolkata,57002,Home Decor,21,52.33,Cash,1.0,Active
361,30,Female,Surat,59834,Footwear,30,190.45,Cash,5.0,Active
362,67,Male,Jaipur,119677,Footwear,10,13.13,Cash,1.1,Inactive
363,58,Male,Chennai,20191,Books,55,371.66,Online Wallet,1.4,Inactive
364,33,Female,Kolkata,27850,Groceries,46,147.11,Credit Card,4.7,Inactive
365,51,Female,Chennai,80091,Clothing,38,56.83,Debit Card,3.5,Active
366,43,Male,Surat,94425,Electronics,28,334.6,Debit Card,1.9,Active
367,34,Female,Hyderabad,111845,Beauty,21,231.85,Debit Card,1.3,Active
368,30,Male,Surat,34283,Groceries,7,90.54,Cash,2.3,Active
369,40,Male,Kolkata,60410,Sports,17,427.72,Credit Card,1.6,Active
370,61,Female,Surat,25286,Footwear,54,429.72,Debit Card,1.4,Active
371,40,Female,Jaipur,26416,Home Decor,17,411.84,Debit Card,1.1,Active
372,46,Male,Mumbai,80560,Clothing,52,398.97,Credit Card,1.0,Active
373,67,Male,Delhi,45969,Books,24,346.28,UPI,1.3,Active
374,55,Female,Mumbai,22857,Clothing,13,452.22,Cash,4.2,Active
375,69,Female,Mumbai,25596,Sports,4,92.31,Net Banking,2.7,Inactive
376,49,Male,Hyderabad,109550,Books,12,183.43,Debit Card,2.1,Active
377,46,Male,Ahmedabad,100492,Footwear,42,154.6,Cash,4.5,Active
378,48,Male,Mumbai,56670,Books,9,215.43,UPI,4.5,Inactive
379,58,Male,Hyderabad,113502,Beauty,31,276.81,Cash,2.4,Active
380,54,Female,Hyderabad,55446,Groceries,2,166.25,Debit Card,1.1,Inactive
381,35,Male,Kolkata,89393,Beauty,50,296.15,Debit Card,4.9,Active
382,24,Male,Bengaluru,54934,Electronics,49,498.23,Debit Card,3.3,Active
383,69,Female,Chennai,42768,Groceries,16,300.33,UPI,3.8,Inactive
384,19,Female,Surat,93873,Groceries,37,474.7,Cash,3.2,Active
385,29,Female,Ahmedabad,31830,Electronics,15,304.81,Credit Card,3.1,Active
386,57,Male,Delhi,64663,Groceries,59,403.19,Online Wallet,1.2,Active
387,27,Male,Mumbai,88982,Beauty,5,193.06,UPI,2.6,Active
388,37,Female,Delhi,40644,Books,51,323.24,Cash,3.6,Active
389,53,Female,Bengaluru,107232,Groceries,25,160.34,UPI,2.2,Active
390,29,Male,Surat,71327,Electronics,12,305.17,Net Banking,1.9,Active
391,54,Male,Kolkata,38434,Beauty,48,48.13,Online Wallet,4.9,Active
392,23,Female,Kolkata,21493,Home Decor,14,132.28,Credit Card,2.4,Inactive
393,64,Male,Ahmedabad,70585,Sports,47,215.63,Debit Card,4.5,Active
394,49,Female,Chennai,91568,Books,7,416.12,Net Banking,3.6,Inactive
395,28,Female,Mumbai,24379,Home Decor,2,166.17,Credit Card,1.3,Active
396,42,Male,Mumbai,91702,Clothing,22,301.07,Net Banking,4.6,Active
397,63,Male,Hyderabad,105673,Groceries,39,445.98,Debit Card,1.2,Active
398,39,Male,Bengaluru,73645,Home Decor,43,147.95,Debit Card,1.4,Active
399,43,Female,Delhi,27144,Beauty,1,219.53,Online Wallet,4.3,Inactive
400,48,Male,Mumbai,23373,Footwear,11,322.71,Credit Card,2.9,Active
401,68,Female,Kolkata,84106,Home Decor,6,324.51,Cash,1.7,Inactive
402,41,Male,Kolkata,25848,Home Decor,29,237.88,Debit Card,4.3,Inactive
403,27,Male,Mumbai,107574,Beauty,52,275.31,Net Banking,1.9,Active
404,21,Female,Jaipur,74870,Sports,37,442.01,Cash,2.2,Active
405,43,Male,Jaipur,94870,Groceries,8,475.13,Cash,1.7,Inactive
406,31,Male,Delhi,25593,Books,6,494.26,Cash,1.8,Inactive
407,27,Female,Chennai,115302,Clothing,6,200.17,Cash,3.2,Inactive
408,51,Female,Ahmedabad,111804,Books,8,213.08,Debit Card,3.3,Inactive
409,24,Male,Surat,33237,Home Decor,56,272.46,Online Wallet,4.5,Active
410,59,Female,Surat,99817,Sports,3,94.38,Cash,1.6,Inactive
411,62,Female,Ahmedabad,71877,Beauty,45,126.41,UPI,2.9,Active
412,35,Female,Ahmedabad,64284,Home Decor,20,147.37,Cash,4.4,Active
413,61,Male,Bengaluru,37614,Home Decor,48,227.12,Online Wallet,2.1,Active
414,59,Male,Bengaluru,77896,Footwear,59,413.75,UPI,2.9,Active
415,51,Female,Ahmedabad,87537,Groceries,5,162.45,Net Banking,2.6,Inactive
416,51,Male,Delhi,45265,Footwear,54,38.24,Credit Card,2.8,Active
417,41,Male,Pune,68280,Sports,33,204.5,Credit Card,3.7,Active
418,33,Female,Kolkata,97862,Sports,12,480.65,Cash,3.3,Active
419,40,Female,Delhi,53903,Clothing,19,23.45,Credit Card,1.7,Active
420,54,Male,Bengaluru,104853,Footwear,44,111.3,UPI,2.6,Active
421,19,Male,Kolkata,37342,Groceries,39,402.42,Debit Card,2.0,Inactive
422,37,Female,Hyderabad,69345,Beauty,30,133.48,Cash,2.2,Active
423,51,Female,Surat,33410,Electronics,33,499.72,Online Wallet,3.2,Inactive
424,36,Female,Mumbai,83142,Clothing,22,494.3,UPI,2.3,Active
425,35,Female,Pune,44688,Groceries,34,385.08,Credit Card,4.2,Inactive
426,56,Female,Chennai,109228,Groceries,47,22.47,Cash,5.0,Active
427,34,Female,Hyderabad,70891,Electronics,38,356.95,Net Banking,4.3,Active
428,39,Male,Jaipur,103665,Sports,59,470.93,Online Wallet,3.0,Active
429,28,Male,Pune,32793,Sports,9,373.05,UPI,4.2,Inactive
430,29,Female,Mumbai,49131,Beauty,15,374.66,Online Wallet,2.7,Active
431,39,Female,Pune,96751,Home Decor,30,427.09,Cash,1.2,Active
432,58,Male,Kolkata,45499,Clothing,56,343.54,Net Banking,2.2,Active
433,21,Male,Delhi,46253,Beauty,27,493.72,Cash,1.6,Active
434,63,Male,Mumbai,83908,Beauty,41,493.45,Online Wallet,3.5,Active
435,18,Female,Pune,47444,Groceries,37,384.6,Cash,4.1,Active
436,67,Male,Delhi,100541,Books,41,220.41,Cash,4.9,Active
437,42,Male,Ahmedabad,89963,Footwear,47,192.82,Credit Card,4.6,Active
438,66,Male,Ahmedabad,108702,Electronics,41,369.47,Debit Card,3.8,Active
439,40,Female,Delhi,33462,Books,33,298.45,Debit Card,1.3,Active
440,36,Female,Jaipur,98167,Beauty,28,445.11,Debit Card,2.4,Active
441,49,Female,Bengaluru,41611,Books,2,121.92,UPI,4.9,Active
442,19,Male,Mumbai,68049,Electronics,25,439.51,Online Wallet,4.1,Active
443,57,Male,Surat,26286,Clothing,42,419.7,Credit Card,3.8,Active
444,42,Male,Jaipur,53126,Sports,45,85.03,UPI,3.7,Active
445,18,Female,Hyderabad,106725,Clothing,43,264.95,Net Banking,3.4,Active
446,26,Female,Mumbai,87054,Clothing,19,65.87,Credit Card,3.0,Active
447,56,Male,Pune,88569,Footwear,23,354.68,Online Wallet,1.6,Active
448,53,Female,Bengaluru,110204,Sports,22,124.91,Credit Card,3.7,Active
449,25,Female,Delhi,31807,Clothing,47,364.55,Online Wallet,3.6,Active
450,36,Female,Kolkata,26564,Clothing,53,95.6,Credit Card,4.4,Active
451,61,Female,Hyderabad,116801,Clothing,7,427.11,Credit Card,1.0,Active
452,59,Male,Chennai,66861,Sports,40,141.47,UPI,1.4,Active
453,70,Female,Delhi,34920,Books,26,481.53,Online Wallet,4.3,Inactive
454,48,Female,Delhi,34818,Groceries,45,365.94,Debit Card,1.4,Inactive
455,48,Female,Delhi,100127,Books,50,185.71,Credit Card,4.5,Active
456,64,Male,Kolkata,83979,Clothing,57,211.53,Credit Card,1.3,Active
457,59,Female,Ahmedabad,112349,Footwear,43,437.84,Net Banking,3.1,Active
458,62,Male,Hyderabad,106732,Footwear,31,179.42,UPI,3.6,Active
459,27,Male,Ahmedabad,104331,Groceries,33,425.93,Cash,4.5,Active
460,22,Female,Chennai,51574,Beauty,18,34.67,Debit Card,3.2,Active
461,42,Female,Bengaluru,30332,Sports,29,402.62,Cash,1.4,Active
462,38,Male,Kolkata,117679,Electronics,7,207.69,Credit Card,3.2,Active
463,23,Female,Jaipur,93706,Footwear,42,339.02,Online Wallet,2.5,Active
464,21,Male,Kolkata,63512,Sports,46,332.01,UPI,2.8,Active
465,24,Male,Ahmedabad,64742,Beauty,54,320.49,Online Wallet,3.2,Active
466,41,Male,Ahmedabad,41516,Sports,9,412.7,UPI,3.9,Active
467,57,Male,Bengaluru,35826,Books,14,233.95,Debit Card,3.9,Active
468,44,Male,Surat,36150,Sports,30,332.64,Net Banking,1.5,Active
469,51,Male,Jaipur,76729,Sports,60,259.08,Debit Card,3.8,Active
470,29,Male,Mumbai,70778,Beauty,33,441.88,Cash,4.9,Active
471,62,Male,Pune,72149,Beauty,19,231.89,Debit Card,1.6,Active
472,56,Female,Jaipur,61144,Footwear,13,112.76,UPI,2.2,Active
473,40,Male,Delhi,86046,Beauty,46,66.55,Online Wallet,3.2,Active
474,55,Female,Jaipur,57477,Books,52,16.26,Credit Card,1.1,Active
475,27,Male,Ahmedabad,46201,Home Decor,49,394.91,Online Wallet,3.7,Active
476,27,Male,Pune,46738,Electronics,23,408.87,Credit Card,3.5,Active
477,61,Male,Jaipur,70972,Footwear,33,394.31,UPI,2.2,Active
478,60,Male,Hyderabad,70797,Books,51,488.15,Online Wallet,4.9,Active
479,21,Male,Pune,46619,Sports,54,120.52,UPI,3.8,Active
480,59,Female,Surat,91645,Footwear,50,365.21,Debit Card,2.2,Active
481,29,Male,Delhi,42779,Clothing,25,29.91,Online Wallet,3.2,Active
482,55,Female,Ahmedabad,63327,Sports,46,469.37,Credit Card,1.6,Active
483,38,Male,Surat,106755,Home Decor,32,397.06,Net Banking,2.4,Active
484,68,Female,Jaipur,48830,Groceries,34,43.41,Net Banking,1.6,Active
485,52,Female,Mumbai,65796,Footwear,57,114.54,Online Wallet,2.3,Active
486,36,Male,Surat,89533,Sports,36,413.61,UPI,1.0,Active
487,60,Female,Kolkata,51502,Footwear,3,344.45,Online Wallet,2.5,Inactive
488,25,Female,Pune,90809,Home Decor,2,456.55,Online Wallet,3.1,Inactive
489,49,Male,Pune,105397,Footwear,21,261.81,Credit Card,1.7,Active
490,67,Male,Mumbai,47627,Footwear,56,345.85,Credit Card,1.8,Active
491,62,Female,Mumbai,117896,Groceries,2,235.02,Online Wallet,1.2,Active
492,29,Female,Jaipur,29232,Footwear,59,136.74,Cash,2.8,Active
493,38,Male,Hyderabad,108250,Clothing,35,12.89,UPI,3.5,Active
494,66,Male,Mumbai,66884,Clothing,19,395.58,Online Wallet,3.4,Active
495,36,Female,Hyderabad,71788,Electronics,31,86.6,Debit Card,1.5,Active
496,43,Female,Delhi,59066,Beauty,1,281.23,Net Banking,1.6,Active
497,54,Female,Jaipur,91765,Clothing,20,112.93,UPI,4.6,Active
498,40,Male,Hyderabad,104663,Groceries,11,100.16,Net Banking,4.3,Active
499,30,Male,Delhi,107946,Electronics,55,378.01,Net Banking,2.8,Active
500,53,Male,Pune,108039,Clothing,17,58.12,UPI,3.3,Active
501,39,Female,Delhi,107988,Footwear,7,149.72,Credit Card,4.6,Active
502,46,Female,Surat,106431,Home Decor,45,296.24,Net Banking,3.3,Active
503,69,Female,Hyderabad,42103,Electronics,21,130.63,Debit Card,3.8,Inactive
504,35,Female,Delhi,109073,Beauty,57,245.18,Cash,2.4,Active
505,37,Female,Jaipur,34264,Groceries,42,307.25,Online Wallet,4.4,Active
506,52,Male,Pune,116147,Clothing,47,46.95,Credit Card,4.4,Active
507,58,Male,Surat,95877,Books,50,299.12,Credit Card,3.2,Active
508,52,Female,Delhi,67948,Books,15,446.8,Net Banking,3.9,Active
509,36,Male,Kolkata,85683,Clothing,26,188.29,Credit Card,3.7,Active
510,69,Male,Jaipur,38398,Sports,11,97.78,Net Banking,3.6,Inactive
511,65,Female,Chennai,25297,Footwear,49,248.94,Credit Card,2.1,Active
512,60,Male,Jaipur,67349,Books,31,459.77,Credit Card,1.2,Active
513,59,Female,Mumbai,112240,Home Decor,54,373.54,Net Banking,3.2,Active
514,29,Female,Hyderabad,67880,Clothing,34,133.28,Debit Card,3.1,Active
515,40,Female,Kolkata,83191,Electronics,33,442.2,Cash,1.7,Active
516,22,Female,Bengaluru,39692,Groceries,11,187.49,UPI,4.3,Inactive
517,44,Female,Mumbai,83113,Sports,31,113.24,Debit Card,3.6,Active
518,44,Male,Bengaluru,25655,Groceries,37,300.25,Debit Card,3.5,Active
519,54,Male,Ahmedabad,41802,Home Decor,60,98.22,Cash,3.4,Inactive
520,19,Female,Mumbai,48389,Sports,39,496.46,Cash,1.7,Active
521,44,Male,Surat,43839,Home Decor,11,364.85,Online Wallet,4.7,Inactive
522,22,Male,Hyderabad,70523,Groceries,7,18.12,Net Banking,4.4,Inactive
523,44,Male,Surat,32622,Groceries,31,451.79,Net Banking,1.2,Inactive
524,50,Male,Mumbai,83208,Groceries,58,305.7,Credit Card,4.6,Active
525,67,Female,Jaipur,75139,Beauty,56,31.28,Net Banking,2.7,Active
526,69,Female,Hyderabad,65943,Clothing,28,75.6,Cash,4.1,Active
527,23,Female,Surat,91267,Books,17,102.62,UPI,4.0,Active
528,18,Male,Jaipur,20942,Books,42,110.66,Online Wallet,2.6,Active
529,45,Female,Pune,90268,Books,37,189.17,Online Wallet,5.0,Active
530,43,Male,Hyderabad,92365,Sports,12,191.4,Net Banking,2.9,Active
531,37,Female,Hyderabad,116440,Groceries,55,433.28,Credit Card,4.0,Active
532,46,Male,Mumbai,48109,Books,51,175.83,Net Banking,3.5,Active
533,61,Male,Delhi,71000,Electronics,52,54.63,Debit Card,2.9,Active
534,56,Female,Mumbai,28399,Home Decor,15,191.71,Net Banking,1.2,Active
535,43,Female,Surat,27531,Groceries,41,252.24,Credit Card,1.8,Inactive
536,69,Female,Bengaluru,24405,Footwear,40,93.05,Credit Card,2.4,Inactive
537,28,Male,Pune,72354,Beauty,43,203.62,Net Banking,1.8,Active
538,18,Male,Mumbai,92036,Home Decor,47,416.58,Net Banking,2.4,Active
539,70,Female,Bengaluru,99477,Footwear,30,465.56,Net Banking,1.0,Active
540,29,Female,Jaipur,33954,Clothing,33,154.18,Credit Card,4.2,Inactive
541,52,Female,Kolkata,69424,Sports,50,129.2,Online Wallet,4.8,Active
542,47,Female,Surat,23584,Sports,8,136.33,Cash,3.5,Inactive
543,61,Male,Chennai,74057,Beauty,34,272.47,UPI,4.3,Active
544,33,Female,Mumbai,72288,Beauty,5,281.73,Debit Card,2.9,Active
545,54,Female,Delhi,117800,Footwear,32,371.19,Debit Card,3.9,Active
546,34,Male,Bengaluru,46577,Footwear,54,313.11,Debit Card,4.1,Active
547,25,Male,Kolkata,100455,Electronics,49,429.97,Credit Card,4.4,Active
548,41,Female,Kolkata,95303,Home Decor,32,99.61,Net Banking,2.1,Active
549,32,Male,Ahmedabad,88909,Books,31,470.43,Credit Card,3.0,Active
550,43,Male,Kolkata,35776,Sports,21,347.71,Credit Card,3.7,Active
551,24,Female,Chennai,100318,Home Decor,12,278.8,Debit Card,2.1,Active
552,57,Female,Chennai,44105,Sports,28,113.16,UPI,4.0,Active
553,43,Female,Kolkata,43578,Groceries,37,346.15,Credit Card,3.9,Inactive
554,53,Female,Hyderabad,45698,Groceries,52,479.98,Debit Card,2.9,Active
555,18,Male,Hyderabad,85483,Groceries,58,426.2,Net Banking,3.1,Active
556,38,Female,Pune,52895,Electronics,26,58.5,Debit Card,1.2,Active
557,70,Female,Kolkata,102557,Clothing,29,374.85,Online Wallet,2.4,Active
558,53,Female,Chennai,22599,Books,8,182.03,UPI,4.9,Active
559,54,Male,Pune,66544,Beauty,44,260.12,UPI,2.8,Active
560,23,Female,Surat,57555,Sports,41,478.73,Debit Card,3.6,Active
561,39,Female,Surat,94925,Books,55,454.47,Credit Card,1.6,Active
562,32,Female,Chennai,105591,Home Decor,46,141.06,UPI,2.6,Active
563,46,Female,Surat,88280,Sports,27,91.99,Credit Card,1.5,Active
564,33,Female,Mumbai,47600,Groceries,26,60.47,Credit Card,4.7,Active
565,48,Male,Ahmedabad,72037,Clothing,7,138.6,Debit Card,1.3,Inactive
566,42,Female,Bengaluru,52426,Home Decor,29,316.98,Debit Card,3.1,Active
567,28,Male,Ahmedabad,106972,Beauty,56,458.48,Cash,2.9,Active
568,52,Female,Jaipur,78306,Groceries,45,274.25,Net Banking,3.4,Active
569,58,Female,Jaipur,103858,Home Decor,59,180.11,Net Banking,1.9,Active
570,23,Female,Pune,67943,Books,17,86.3,Credit Card,1.0,Active
571,70,Male,Chennai,57586,Sports,35,14.08,Cash,4.8,Active
572,48,Female,Ahmedabad,76418,Home Decor,39,123.3,Credit Card,3.2,Active
573,30,Female,Jaipur,77292,Books,16,90.0,UPI,3.6,Active
574,42,Male,Pune,30382,Books,41,127.39,Net Banking,4.2,Inactive
575,36,Female,Hyderabad,44641,Clothing,12,76.95,Credit Card,3.5,Inactive
576,35,Female,Bengaluru,62027,Electronics,10,34.32,Net Banking,1.1,Inactive
577,36,Female,Delhi,113742,Sports,47,14.02,Credit Card,1.6,Active
578,49,Male,Chennai,75082,Home Decor,51,401.74,Online Wallet,2.9,Active
579,68,Male,Chennai,30515,Groceries,4,140.59,Cash,1.3,Active
580,30,Female,Hyderabad,21653,Clothing,50,360.19,Cash,4.1,Active
581,65,Male,Bengaluru,80402,Clothing,34,336.34,Debit Card,2.9,Active
582,61,Female,Chennai,40789,Electronics,48,469.34,Net Banking,1.5,Active
583,37,Male,Chennai,26827,Footwear,8,125.62,Cash,2.3,Active
584,35,Male,Hyderabad,51862,Electronics,3,294.73,UPI,2.9,Inactive
585,41,Male,Bengaluru,40669,Sports,6,346.11,Online Wallet,4.7,Inactive
586,58,Male,Ahmedabad,66598,Groceries,45,272.81,Credit Card,1.5,Active
587,32,Female,Jaipur,104495,Beauty,52,446.98,UPI,1.8,Active
588,62,Female,Chennai,114948,Groceries,17,450.34,Cash,3.8,Active
589,53,Female,Jaipur,111362,Sports,13,287.68,Net Banking,2.4,Active
590,64,Female,Pune,98470,Groceries,5,270.26,Cash,2.2,Active
591,41,Female,Ahmedabad,103627,Books,47,100.91,Credit Card,3.5,Active
592,41,Male,Chennai,114503,Clothing,43,483.91,Cash,1.8,Active
593,61,Female,Jaipur,40202,Home Decor,21,210.8,Online Wallet,1.4,Inactive
594,22,Male,Delhi,43414,Electronics,13,62.46,Debit Card,1.4,Inactive
595,42,Female,Jaipur,101785,Home Decor,4,189.51,Net Banking,3.9,Active
596,31,Female,Mumbai,81349,Electronics,24,283.43,Cash,4.3,Active
597,68,Male,Surat,54840,Electronics,47,44.49,Online Wallet,1.3,Active
598,31,Male,Mumbai,115049,Footwear,35,198.81,Debit Card,3.1,Active
599,33,Male,Jaipur,118198,Books,48,61.7,UPI,3.3,Active
600,61,Female,Hyderabad,33644,Groceries,51,98.39,Cash,3.0,Inactive
601,52,Female,Chennai,61307,Beauty,55,192.14,UPI,2.7,Active
602,64,Female,Surat,51551,Footwear,25,385.2,UPI,2.0,Active
603,46,Female,Hyderabad,20025,Electronics,19,301.92,Net Banking,1.5,Inactive
604,18,Female,Bengaluru,48157,Beauty,2,388.05,UPI,4.3,Inactive
605,50,Male,Mumbai,24946,Sports,23,86.49,Online Wallet,2.5,Inactive
606,32,Female,Pune,32046,Books,37,459.76,UPI,1.3,Active
607,48,Male,Kolkata,110386,Clothing,39,324.7,Credit Card,3.9,Active
608,54,Female,Mumbai,27329,Beauty,23,441.1,Cash,2.7,Inactive
609,67,Male,Surat,21498,Books,4,159.34,Credit Card,2.3,Inactive
610,38,Male,Delhi,26621,Books,29,378.89,Net Banking,3.0,Active
611,36,Female,Delhi,37326,Beauty,6,243.17,UPI,1.2,Active
612,23,Female,Jaipur,76949,Groceries,49,76.09,Net Banking,1.8,Active
613,43,Male,Jaipur,100739,Footwear,16,45.11,Cash,2.3,Active
614,54,Male,Mumbai,108047,Books,28,188.98,Debit Card,2.3,Active
615,56,Male,Pune,42184,Beauty,40,412.58,Cash,3.5,Active
616,70,Male,Bengaluru,109831,Beauty,10,381.29,Credit Card,1.4,Active
617,57,Male,Pune,21800,Beauty,45,404.1,Online Wallet,2.8,Active
618,31,Male,Bengaluru,91620,Home Decor,36,246.68,UPI,5.0,Active
619,62,Male,Hyderabad,96415,Electronics,17,93.46,Online Wallet,1.8,Active
620,62,Female,Ahmedabad,80943,Electronics,5,200.44,Online Wallet,3.7,Inactive
621,41,Male,Ahmedabad,58337,Books,15,490.1,Net Banking,4.9,Active
622,24,Female,Kolkata,98263,Clothing,12,107.45,Cash,3.2,Active
623,63,Male,Ahmedabad,52426,Home Decor,22,250.07,UPI,1.6,Active
624,40,Female,Chennai,101950,Home Decor,16,498.04,Net Banking,2.1,Active
625,21,Female,Hyderabad,23862,Home Decor,15,84.34,Cash,3.6,Active
626,42,Male,Hyderabad,51504,Groceries,28,485.56,Net Banking,2.3,Active
627,52,Male,Bengaluru,105520,Groceries,38,275.26,Debit Card,4.5,Active
628,37,Male,Hyderabad,39025,Groceries,21,43.23,Net Banking,4.8,Active
629,38,Male,Ahmedabad,61771,Books,27,158.64,UPI,4.7,Active
630,58,Female,Delhi,44632,Clothing,9,100.53,Net Banking,3.5,Inactive
631,57,Male,Surat,50432,Footwear,44,22.78,Credit Card,3.8,Active
632,48,Male,Jaipur,99260,Sports,46,328.29,Debit Card,4.4,Active
633,49,Female,Delhi,41467,Footwear,15,25.79,Credit Card,4.7,Inactive
634,32,Male,Bengaluru,28668,Groceries,60,477.8,Cash,4.5,Active
635,38,Female,Bengaluru,76040,Books,50,30.49,UPI,4.3,Active
636,64,Female,Hyderabad,100151,Electronics,34,63.56,Cash,4.3,Active
637,20,Male,Jaipur,90499,Books,48,29.23,Cash,3.1,Active
638,58,Male,Bengaluru,58165,Sports,26,443.35,Online Wallet,2.8,Active
639,45,Female,Surat,27149,Groceries,30,416.65,Cash,1.4,Inactive
640,29,Male,Hyderabad,74206,Beauty,29,22.21,Cash,3.4,Active
641,63,Male,Kolkata,31820,Home Decor,21,348.94,UPI,4.2,Inactive
642,25,Male,Mumbai,112566,Sports,41,187.84,Net Banking,3.8,Active
643,64,Male,Hyderabad,92134,Books,3,386.45,Online Wallet,3.3,Inactive
644,27,Male,Delhi,43444,Electronics,27,160.95,UPI,4.1,Active
645,58,Male,Mumbai,37245,Footwear,1,315.05,Online Wallet,1.0,Active
646,49,Male,Surat,84679,Footwear,14,298.54,Cash,2.8,Active
647,46,Male,Surat,98656,Electronics,16,442.26,Online Wallet,3.5,Active
648,53,Male,Ahmedabad,44227,Groceries,4,330.11,Credit Card,1.6,Active
649,54,Female,Chennai,31495,Electronics,7,214.31,Debit Card,1.6,Active
650,60,Male,Kolkata,118216,Beauty,60,27.56,Online Wallet,2.3,Active
651,42,Male,Hyderabad,92151,Clothing,19,240.7,Credit Card,3.8,Active
652,35,Female,Jaipur,74232,Footwear,45,112.43,Credit Card,1.4,Active
653,64,Male,Kolkata,114905,Home Decor,28,308.33,Online Wallet,2.0,Active
654,54,Female,Delhi,100516,Sports,34,367.3,Cash,3.0,Active
655,29,Male,Pune,45369,Electronics,8,21.75,UPI,4.2,Inactive
656,31,Female,Hyderabad,25962,Beauty,23,284.6,UPI,1.8,Inactive
657,62,Female,Pune,28891,Home Decor,20,258.28,Online Wallet,4.1,Active
658,39,Female,Hyderabad,114948,Electronics,54,96.06,Online Wallet,4.3,Active
659,61,Female,Kolkata,24660,Groceries,31,86.14,Cash,4.6,Inactive
660,39,Female,Hyderabad,117332,Electronics,54,265.33,Net Banking,3.9,Active
661,38,Male,Bengaluru,95680,Beauty,52,458.93,Online Wallet,1.3,Active
662,27,Female,Ahmedabad,64453,Books,41,271.79,Debit Card,3.3,Active
663,42,Male,Surat,35315,Home Decor,46,430.33,UPI,1.1,Active
664,49,Male,Chennai,79232,Home Decor,14,267.3,Debit Card,1.4,Active
665,68,Male,Bengaluru,32137,Sports,33,22.22,Cash,4.6,Active
666,39,Female,Jaipur,60679,Beauty,10,387.05,Credit Card,4.3,Inactive
667,61,Male,Bengaluru,114970,Electronics,30,199.92,Net Banking,1.5,Active
668,37,Male,Surat,31413,Beauty,30,445.7,Credit Card,3.1,Inactive
669,37,Male,Surat,119417,Home Decor,41,447.15,Online Wallet,1.8,Active
670,36,Female,Jaipur,61831,Sports,43,67.65,Debit Card,1.6,Active
671,25,Male,Surat,93351,Clothing,14,275.84,Net Banking,2.3,Active
672,27,Female,Surat,52089,Groceries,5,162.58,Online Wallet,3.2,Active
673,19,Female,Ahmedabad,33884,Books,4,52.2,Cash,1.7,Inactive
674,55,Female,Surat,66612,Home Decor,22,410.55,UPI,4.0,Active
675,69,Male,Kolkata,94421,Groceries,6,408.3,UPI,2.9,Active
676,61,Female,Kolkata,50368,Footwear,10,431.94,Net Banking,2.0,Active
677,29,Female,Chennai,79412,Sports,2,42.03,Credit Card,2.4,Active
678,28,Female,Chennai,99225,Groceries,33,60.44,UPI,4.2,Active
679,38,Male,Pune,89828,Sports,26,299.36,Debit Card,3.5,Active
680,53,Male,Kolkata,70307,Clothing,22,112.04,UPI,3.4,Active
681,68,Female,Surat,64852,Footwear,12,334.68,Credit Card,4.0,Active
682,63,Female,Mumbai,97616,Sports,21,281.99,Cash,1.7,Active
683,43,Male,Surat,34253,Books,21,252.2,UPI,1.2,Active
684,26,Male,Delhi,106623,Groceries,29,270.32,Cash,3.5,Active
685,46,Male,Bengaluru,109327,Beauty,20,289.44,UPI,2.2,Active
686,45,Female,Mumbai,96379,Electronics,40,493.35,Cash,4.4,Active
687,36,Male,Chennai,91943,Electronics,1,354.64,Online Wallet,1.4,Active
688,19,Male,Hyderabad,112041,Books,41,165.88,Cash,2.6,Active
689,45,Male,Delhi,82242,Groceries,13,282.16,Online Wallet,4.4,Active
690,27,Female,Delhi,37600,Electronics,5,327.71,Debit Card,3.9,Active
691,45,Male,Mumbai,37985,Books,56,233.45,UPI,3.4,Active
692,29,Female,Jaipur,75590,Sports,25,184.1,Debit Card,2.7,Active
693,18,Female,Bengaluru,113340,Home Decor,27,464.02,Net Banking,2.5,Active
694,20,Female,Chennai,34832,Sports,45,49.23,UPI,3.9,Inactive
695,66,Female,Kolkata,87757,Clothing,34,446.06,Credit Card,2.0,Active
696,58,Male,Jaipur,95973,Home Decor,40,35.86,Online Wallet,3.1,Active
697,18,Female,Kolkata,87195,Sports,37,369.57,Cash,2.4,Active
698,69,Female,Pune,41955,Electronics,45,462.2,UPI,2.2,Inactive
699,34,Male,Kolkata,95778,Groceries,37,35.29,Online Wallet,4.2,Active
700,57,Male,Pune,83538,Clothing,9,257.74,Online Wallet,2.0,Inactive
701,35,Female,Ahmedabad,117180,Clothing,39,95.56,Net Banking,4.0,Active
702,60,Female,Chennai,42989,Home Decor,51,353.38,Cash,1.7,Inactive
703,20,Female,Mumbai,39014,Groceries,54,253.01,Cash,4.1,Active
704,46,Male,Bengaluru,95727,Beauty,4,324.71,Credit Card,1.2,Active
705,48,Female,Kolkata,117799,Footwear,25,344.92,Cash,2.9,Active
